"Date Time, GMT +1000",Temperature_Celsius,Intensity_Lux,Frame,Treatment,Position,AffectedByMaintenance
12/08/2021 18:00,16.56,36,1,Full shade,Center,N
12/08/2021 18:15,16.51,35,1,Full shade,Center,N
12/08/2021 18:30,16.56,31,1,Full shade,Center,N
12/08/2021 18:45,16.56,33,1,Full shade,Center,N
12/08/2021 19:00,16.56,2,1,Full shade,Center,N
12/08/2021 19:15,16.6,0,1,Full shade,Center,N
12/08/2021 19:30,16.51,0,1,Full shade,Center,N
12/08/2021 19:45,16.51,0,1,Full shade,Center,N
12/08/2021 20:00,16.56,0,1,Full shade,Center,N
12/08/2021 20:15,16.56,0,1,Full shade,Center,N
12/08/2021 20:30,16.56,0,1,Full shade,Center,N
12/08/2021 20:45,16.51,0,1,Full shade,Center,N
12/08/2021 21:00,16.51,0,1,Full shade,Center,N
12/08/2021 21:15,16.47,0,1,Full shade,Center,N
12/08/2021 21:30,16.47,0,1,Full shade,Center,N
12/08/2021 21:45,16.51,0,1,Full shade,Center,N
12/08/2021 22:00,16.47,0,1,Full shade,Center,N
12/08/2021 22:15,16.56,0,1,Full shade,Center,N
12/08/2021 22:30,16.56,0,1,Full shade,Center,N
12/08/2021 22:45,16.43,0,1,Full shade,Center,N
12/08/2021 23:00,16.51,0,1,Full shade,Center,N
12/08/2021 23:15,16.51,0,1,Full shade,Center,N
12/08/2021 23:30,16.56,0,1,Full shade,Center,N
12/08/2021 23:45,16.51,0,1,Full shade,Center,N
13/08/2021 0:00,16.47,0,1,Full shade,Center,N
13/08/2021 0:15,16.39,0,1,Full shade,Center,N
13/08/2021 0:30,16.34,0,1,Full shade,Center,N
13/08/2021 0:45,16.3,0,1,Full shade,Center,N
13/08/2021 1:00,16.3,0,1,Full shade,Center,N
13/08/2021 1:15,16.34,0,1,Full shade,Center,N
13/08/2021 1:30,16.39,0,1,Full shade,Center,N
13/08/2021 1:45,16.3,0,1,Full shade,Center,N
13/08/2021 2:00,16.26,0,1,Full shade,Center,N
13/08/2021 2:15,16.3,0,1,Full shade,Center,N
13/08/2021 2:30,16.3,0,1,Full shade,Center,N
13/08/2021 2:45,16.34,0,1,Full shade,Center,N
13/08/2021 3:00,16.39,0,1,Full shade,Center,N
13/08/2021 3:15,16.39,0,1,Full shade,Center,N
13/08/2021 3:30,16.34,0,1,Full shade,Center,N
13/08/2021 3:45,16.34,0,1,Full shade,Center,N
13/08/2021 4:00,16.39,0,1,Full shade,Center,N
13/08/2021 4:15,16.34,0,1,Full shade,Center,N
13/08/2021 4:30,16.34,0,1,Full shade,Center,N
13/08/2021 4:45,16.34,0,1,Full shade,Center,N
13/08/2021 5:00,16.34,0,1,Full shade,Center,N
13/08/2021 5:15,16.43,0,1,Full shade,Center,N
13/08/2021 5:30,16.39,0,1,Full shade,Center,N
13/08/2021 5:45,16.34,0,1,Full shade,Center,N
13/08/2021 6:00,16.3,0,1,Full shade,Center,N
13/08/2021 6:15,16.3,0,1,Full shade,Center,N
13/08/2021 6:30,16.26,1,1,Full shade,Center,N
13/08/2021 6:45,16.26,8,1,Full shade,Center,N
13/08/2021 7:00,16.3,17,1,Full shade,Center,N
13/08/2021 7:15,16.08,64,1,Full shade,Center,N
13/08/2021 7:30,16.26,68,1,Full shade,Center,N
13/08/2021 7:45,16.3,97,1,Full shade,Center,N
13/08/2021 8:00,16.3,226,1,Full shade,Center,N
13/08/2021 8:15,16.26,236,1,Full shade,Center,N
13/08/2021 8:30,16.26,173,1,Full shade,Center,N
13/08/2021 8:45,16.13,154,1,Full shade,Center,N
13/08/2021 9:00,16.3,151,1,Full shade,Center,N
13/08/2021 9:15,16.39,151,1,Full shade,Center,N
13/08/2021 9:30,16.34,153,1,Full shade,Center,N
13/08/2021 9:45,16.39,154,1,Full shade,Center,N
13/08/2021 10:00,16.34,155,1,Full shade,Center,N
13/08/2021 10:15,16.3,157,1,Full shade,Center,N
13/08/2021 10:30,16.3,167,1,Full shade,Center,N
13/08/2021 10:45,16.3,176,1,Full shade,Center,N
13/08/2021 11:00,16.39,176,1,Full shade,Center,N
13/08/2021 11:15,16.39,182,1,Full shade,Center,N
13/08/2021 11:30,16.43,187,1,Full shade,Center,N
13/08/2021 11:45,16.47,204,1,Full shade,Center,N
13/08/2021 12:00,16.47,218,1,Full shade,Center,N
13/08/2021 12:15,16.51,223,1,Full shade,Center,N
13/08/2021 12:30,16.6,232,1,Full shade,Center,N
13/08/2021 12:45,16.6,236,1,Full shade,Center,N
13/08/2021 13:00,16.6,239,1,Full shade,Center,N
13/08/2021 13:15,16.56,227,1,Full shade,Center,N
13/08/2021 13:30,16.6,225,1,Full shade,Center,N
13/08/2021 13:45,16.6,229,1,Full shade,Center,N
13/08/2021 14:00,16.64,236,1,Full shade,Center,N
13/08/2021 14:15,16.6,228,1,Full shade,Center,N
13/08/2021 14:30,16.56,208,1,Full shade,Center,N
13/08/2021 14:45,16.6,196,1,Full shade,Center,N
13/08/2021 15:00,16.6,186,1,Full shade,Center,N
13/08/2021 15:15,16.56,187,1,Full shade,Center,N
13/08/2021 15:30,16.56,179,1,Full shade,Center,N
13/08/2021 15:45,16.51,181,1,Full shade,Center,N
13/08/2021 16:00,16.56,209,1,Full shade,Center,N
13/08/2021 16:15,16.6,224,1,Full shade,Center,N
13/08/2021 16:30,16.6,107,1,Full shade,Center,N
13/08/2021 16:45,16.56,60,1,Full shade,Center,N
13/08/2021 17:00,16.64,55,1,Full shade,Center,N
13/08/2021 17:15,16.69,44,1,Full shade,Center,N
13/08/2021 17:30,16.64,38,1,Full shade,Center,N
13/08/2021 17:45,16.64,36,1,Full shade,Center,N
13/08/2021 18:00,16.6,36,1,Full shade,Center,N
13/08/2021 18:15,16.64,35,1,Full shade,Center,N
13/08/2021 18:30,16.64,35,1,Full shade,Center,N
13/08/2021 18:45,16.64,37,1,Full shade,Center,N
13/08/2021 19:00,16.56,36,1,Full shade,Center,N
13/08/2021 19:15,16.6,0,1,Full shade,Center,N
13/08/2021 19:30,16.6,0,1,Full shade,Center,N
13/08/2021 19:45,16.56,0,1,Full shade,Center,N
13/08/2021 20:00,16.51,0,1,Full shade,Center,N
13/08/2021 20:15,16.47,0,1,Full shade,Center,N
13/08/2021 20:30,16.47,0,1,Full shade,Center,N
13/08/2021 20:45,16.43,0,1,Full shade,Center,N
13/08/2021 21:00,16.43,0,1,Full shade,Center,N
13/08/2021 21:15,16.43,0,1,Full shade,Center,N
13/08/2021 21:30,16.39,0,1,Full shade,Center,N
13/08/2021 21:45,16.43,0,1,Full shade,Center,N
13/08/2021 22:00,16.43,0,1,Full shade,Center,N
13/08/2021 22:15,16.39,0,1,Full shade,Center,N
13/08/2021 22:30,16.39,0,1,Full shade,Center,N
13/08/2021 22:45,16.34,0,1,Full shade,Center,N
13/08/2021 23:00,16.43,0,1,Full shade,Center,N
13/08/2021 23:15,16.43,0,1,Full shade,Center,N
13/08/2021 23:30,16.47,0,1,Full shade,Center,N
13/08/2021 23:45,16.43,0,1,Full shade,Center,N
14/08/2021 0:00,16.47,0,1,Full shade,Center,N
14/08/2021 0:15,16.39,0,1,Full shade,Center,N
14/08/2021 0:30,16.43,0,1,Full shade,Center,N
14/08/2021 0:45,16.47,0,1,Full shade,Center,N
14/08/2021 1:00,16.43,0,1,Full shade,Center,N
14/08/2021 1:15,16.39,0,1,Full shade,Center,N
14/08/2021 1:30,16.43,0,1,Full shade,Center,N
14/08/2021 1:45,16.34,0,1,Full shade,Center,N
14/08/2021 2:00,16.17,0,1,Full shade,Center,N
14/08/2021 2:15,16.21,0,1,Full shade,Center,N
14/08/2021 2:30,16.26,0,1,Full shade,Center,N
14/08/2021 2:45,16.26,0,1,Full shade,Center,N
14/08/2021 3:00,16.34,0,1,Full shade,Center,N
14/08/2021 3:15,16.3,0,1,Full shade,Center,N
14/08/2021 3:30,16.34,0,1,Full shade,Center,N
14/08/2021 3:45,16.3,0,1,Full shade,Center,N
14/08/2021 4:00,16.34,0,1,Full shade,Center,N
14/08/2021 4:15,16.39,0,1,Full shade,Center,N
14/08/2021 4:30,16.34,0,1,Full shade,Center,N
14/08/2021 4:45,16.3,0,1,Full shade,Center,N
14/08/2021 5:00,16.26,0,1,Full shade,Center,N
14/08/2021 5:15,16.34,0,1,Full shade,Center,N
14/08/2021 5:30,16.39,0,1,Full shade,Center,N
14/08/2021 5:45,16.34,0,1,Full shade,Center,N
14/08/2021 6:00,16.39,0,1,Full shade,Center,N
14/08/2021 6:15,16.34,0,1,Full shade,Center,N
14/08/2021 6:30,16.3,1,1,Full shade,Center,N
14/08/2021 6:45,16.34,8,1,Full shade,Center,N
14/08/2021 7:00,16.26,54,1,Full shade,Center,N
14/08/2021 7:15,16.26,61,1,Full shade,Center,N
14/08/2021 7:30,16.3,65,1,Full shade,Center,N
14/08/2021 7:45,16.21,99,1,Full shade,Center,N
14/08/2021 8:00,16.3,235,1,Full shade,Center,N
14/08/2021 8:15,16.26,230,1,Full shade,Center,N
14/08/2021 8:30,16.26,185,1,Full shade,Center,N
14/08/2021 8:45,16.26,146,1,Full shade,Center,N
14/08/2021 9:00,16.3,137,1,Full shade,Center,N
14/08/2021 9:15,16.34,134,1,Full shade,Center,N
14/08/2021 9:30,16.43,137,1,Full shade,Center,N
14/08/2021 9:45,16.43,137,1,Full shade,Center,N
14/08/2021 10:00,16.43,147,1,Full shade,Center,N
14/08/2021 10:15,16.43,144,1,Full shade,Center,N
14/08/2021 10:30,16.39,155,1,Full shade,Center,N
14/08/2021 10:45,16.47,153,1,Full shade,Center,N
14/08/2021 11:00,16.51,163,1,Full shade,Center,N
14/08/2021 11:15,16.47,169,1,Full shade,Center,N
14/08/2021 11:30,16.56,167,1,Full shade,Center,N
14/08/2021 11:45,16.56,185,1,Full shade,Center,N
14/08/2021 12:00,16.51,182,1,Full shade,Center,N
14/08/2021 12:15,16.56,192,1,Full shade,Center,N
14/08/2021 12:30,16.51,183,1,Full shade,Center,N
14/08/2021 12:45,16.64,192,1,Full shade,Center,N
14/08/2021 13:00,16.6,185,1,Full shade,Center,N
14/08/2021 13:15,16.56,170,1,Full shade,Center,N
14/08/2021 13:30,16.6,176,1,Full shade,Center,N
14/08/2021 13:45,16.64,184,1,Full shade,Center,N
14/08/2021 14:00,16.69,186,1,Full shade,Center,N
14/08/2021 14:15,16.69,186,1,Full shade,Center,N
14/08/2021 14:30,16.64,172,1,Full shade,Center,N
14/08/2021 14:45,16.64,183,1,Full shade,Center,N
14/08/2021 15:00,16.64,169,1,Full shade,Center,N
14/08/2021 15:15,16.69,167,1,Full shade,Center,N
14/08/2021 15:30,16.73,158,1,Full shade,Center,N
14/08/2021 15:45,16.77,145,1,Full shade,Center,N
14/08/2021 16:00,16.81,159,1,Full shade,Center,N
14/08/2021 16:15,16.77,244,1,Full shade,Center,N
14/08/2021 16:30,16.73,85,1,Full shade,Center,N
14/08/2021 16:45,16.73,57,1,Full shade,Center,N
14/08/2021 17:00,16.77,47,1,Full shade,Center,N
14/08/2021 17:15,16.81,38,1,Full shade,Center,N
14/08/2021 17:30,16.81,34,1,Full shade,Center,N
14/08/2021 17:45,16.86,30,1,Full shade,Center,N
14/08/2021 18:00,16.73,32,1,Full shade,Center,N
14/08/2021 18:15,16.77,29,1,Full shade,Center,N
14/08/2021 18:30,16.73,28,1,Full shade,Center,N
14/08/2021 18:45,16.69,31,1,Full shade,Center,N
14/08/2021 19:00,16.73,2,1,Full shade,Center,N
14/08/2021 19:15,16.77,0,1,Full shade,Center,N
14/08/2021 19:30,16.69,0,1,Full shade,Center,N
14/08/2021 19:45,16.73,0,1,Full shade,Center,N
14/08/2021 20:00,16.69,0,1,Full shade,Center,N
14/08/2021 20:15,16.69,0,1,Full shade,Center,N
14/08/2021 20:30,16.69,0,1,Full shade,Center,N
14/08/2021 20:45,16.73,0,1,Full shade,Center,N
14/08/2021 21:00,16.69,0,1,Full shade,Center,N
14/08/2021 21:15,16.64,0,1,Full shade,Center,N
14/08/2021 21:30,16.64,0,1,Full shade,Center,N
14/08/2021 21:45,16.64,0,1,Full shade,Center,N
14/08/2021 22:00,16.6,0,1,Full shade,Center,N
14/08/2021 22:15,16.6,0,1,Full shade,Center,N
14/08/2021 22:30,16.56,0,1,Full shade,Center,N
14/08/2021 22:45,16.6,0,1,Full shade,Center,N
14/08/2021 23:00,16.56,0,1,Full shade,Center,N
14/08/2021 23:15,16.56,0,1,Full shade,Center,N
14/08/2021 23:30,16.51,0,1,Full shade,Center,N
14/08/2021 23:45,16.51,0,1,Full shade,Center,N
15/08/2021 0:00,16.47,0,1,Full shade,Center,N
15/08/2021 0:15,16.43,0,1,Full shade,Center,N
15/08/2021 0:30,16.47,0,1,Full shade,Center,N
15/08/2021 0:45,16.47,0,1,Full shade,Center,N
15/08/2021 1:00,16.43,0,1,Full shade,Center,N
15/08/2021 1:15,16.43,0,1,Full shade,Center,N
15/08/2021 1:30,16.47,0,1,Full shade,Center,N
15/08/2021 1:45,16.43,0,1,Full shade,Center,N
15/08/2021 2:00,16.43,0,1,Full shade,Center,N
15/08/2021 2:15,16.39,0,1,Full shade,Center,N
15/08/2021 2:30,16.43,0,1,Full shade,Center,N
15/08/2021 2:45,16.39,0,1,Full shade,Center,N
15/08/2021 3:00,16.39,0,1,Full shade,Center,N
15/08/2021 3:15,16.39,0,1,Full shade,Center,N
15/08/2021 3:30,16.39,0,1,Full shade,Center,N
15/08/2021 3:45,16.3,0,1,Full shade,Center,N
15/08/2021 4:00,16.3,0,1,Full shade,Center,N
15/08/2021 4:15,16.21,0,1,Full shade,Center,N
15/08/2021 4:30,16.26,0,1,Full shade,Center,N
15/08/2021 4:45,16.26,0,1,Full shade,Center,N
15/08/2021 5:00,16.26,0,1,Full shade,Center,N
15/08/2021 5:15,16.26,0,1,Full shade,Center,N
15/08/2021 5:30,16.21,0,1,Full shade,Center,N
15/08/2021 5:45,16.21,0,1,Full shade,Center,N
15/08/2021 6:00,16.17,0,1,Full shade,Center,N
15/08/2021 6:15,16.26,0,1,Full shade,Center,N
15/08/2021 6:30,16.3,1,1,Full shade,Center,N
15/08/2021 6:45,16.21,7,1,Full shade,Center,N
15/08/2021 7:00,16.17,51,1,Full shade,Center,N
15/08/2021 7:15,16.13,56,1,Full shade,Center,N
15/08/2021 7:30,16.04,62,1,Full shade,Center,N
15/08/2021 7:45,16.21,101,1,Full shade,Center,N
15/08/2021 8:00,16.3,223,1,Full shade,Center,N
15/08/2021 8:15,16.34,236,1,Full shade,Center,N
15/08/2021 8:30,16.26,210,1,Full shade,Center,N
15/08/2021 8:45,16.3,145,1,Full shade,Center,N
15/08/2021 9:00,16.3,132,1,Full shade,Center,N
15/08/2021 9:15,16.3,136,1,Full shade,Center,N
15/08/2021 9:30,16.34,135,1,Full shade,Center,N
15/08/2021 9:45,16.34,139,1,Full shade,Center,N
15/08/2021 10:00,16.39,145,1,Full shade,Center,N
15/08/2021 10:15,16.39,141,1,Full shade,Center,N
15/08/2021 10:30,16.34,154,1,Full shade,Center,N
15/08/2021 10:45,16.47,155,1,Full shade,Center,N
15/08/2021 11:00,16.51,164,1,Full shade,Center,N
15/08/2021 11:15,16.56,163,1,Full shade,Center,N
15/08/2021 11:30,16.56,166,1,Full shade,Center,N
15/08/2021 11:45,16.6,178,1,Full shade,Center,N
15/08/2021 12:00,16.56,178,1,Full shade,Center,N
15/08/2021 12:15,16.56,192,1,Full shade,Center,N
15/08/2021 12:30,16.56,177,1,Full shade,Center,N
15/08/2021 12:45,16.56,192,1,Full shade,Center,N
15/08/2021 13:00,16.6,188,1,Full shade,Center,N
15/08/2021 13:15,16.51,192,1,Full shade,Center,N
15/08/2021 13:30,16.56,201,1,Full shade,Center,N
15/08/2021 13:45,16.56,218,1,Full shade,Center,N
15/08/2021 14:00,16.51,212,1,Full shade,Center,N
15/08/2021 14:15,16.56,200,1,Full shade,Center,N
15/08/2021 14:30,16.6,202,1,Full shade,Center,N
15/08/2021 14:45,16.6,181,1,Full shade,Center,N
15/08/2021 15:00,16.6,171,1,Full shade,Center,N
15/08/2021 15:15,16.6,159,1,Full shade,Center,N
15/08/2021 15:30,16.56,141,1,Full shade,Center,N
15/08/2021 15:45,16.56,132,1,Full shade,Center,N
15/08/2021 16:00,16.6,137,1,Full shade,Center,N
15/08/2021 16:15,16.6,189,1,Full shade,Center,N
15/08/2021 16:30,16.69,124,1,Full shade,Center,N
15/08/2021 16:45,16.64,48,1,Full shade,Center,N
15/08/2021 17:00,16.64,41,1,Full shade,Center,N
15/08/2021 17:15,16.64,37,1,Full shade,Center,N
15/08/2021 17:30,16.6,31,1,Full shade,Center,N
15/08/2021 17:45,16.64,31,1,Full shade,Center,N
15/08/2021 18:00,16.6,32,1,Full shade,Center,N
15/08/2021 18:15,16.64,31,1,Full shade,Center,N
15/08/2021 18:30,16.56,29,1,Full shade,Center,N
15/08/2021 18:45,16.6,30,1,Full shade,Center,N
15/08/2021 19:00,16.56,2,1,Full shade,Center,N
15/08/2021 19:15,16.6,2,1,Full shade,Center,N
15/08/2021 19:30,16.6,0,1,Full shade,Center,N
15/08/2021 19:45,16.56,0,1,Full shade,Center,N
15/08/2021 20:00,16.51,0,1,Full shade,Center,N
15/08/2021 20:15,16.56,0,1,Full shade,Center,N
15/08/2021 20:30,16.51,0,1,Full shade,Center,N
15/08/2021 20:45,16.51,0,1,Full shade,Center,N
15/08/2021 21:00,16.47,0,1,Full shade,Center,N
15/08/2021 21:15,16.51,0,1,Full shade,Center,N
15/08/2021 21:30,16.47,0,1,Full shade,Center,N
15/08/2021 21:45,16.47,0,1,Full shade,Center,N
15/08/2021 22:00,16.47,0,1,Full shade,Center,N
15/08/2021 22:15,16.43,0,1,Full shade,Center,N
15/08/2021 22:30,16.43,0,1,Full shade,Center,N
15/08/2021 22:45,16.43,0,1,Full shade,Center,N
15/08/2021 23:00,16.43,0,1,Full shade,Center,N
15/08/2021 23:15,16.39,0,1,Full shade,Center,N
15/08/2021 23:30,16.47,0,1,Full shade,Center,N
15/08/2021 23:45,16.43,0,1,Full shade,Center,N
16/08/2021 0:00,16.39,0,1,Full shade,Center,N
16/08/2021 0:15,16.43,0,1,Full shade,Center,N
16/08/2021 0:30,16.43,0,1,Full shade,Center,N
16/08/2021 0:45,16.39,0,1,Full shade,Center,N
16/08/2021 1:00,16.39,0,1,Full shade,Center,N
16/08/2021 1:15,16.34,0,1,Full shade,Center,N
16/08/2021 1:30,16.39,0,1,Full shade,Center,N
16/08/2021 1:45,16.43,0,1,Full shade,Center,N
16/08/2021 2:00,16.39,0,1,Full shade,Center,N
16/08/2021 2:15,16.39,0,1,Full shade,Center,N
16/08/2021 2:30,16.43,0,1,Full shade,Center,N
16/08/2021 2:45,16.43,0,1,Full shade,Center,N
16/08/2021 3:00,16.39,0,1,Full shade,Center,N
16/08/2021 3:15,16.39,0,1,Full shade,Center,N
16/08/2021 3:30,16.43,0,1,Full shade,Center,N
16/08/2021 3:45,16.39,0,1,Full shade,Center,N
16/08/2021 4:00,16.39,0,1,Full shade,Center,N
16/08/2021 4:15,16.34,0,1,Full shade,Center,N
16/08/2021 4:30,16.3,0,1,Full shade,Center,N
16/08/2021 4:45,16.26,0,1,Full shade,Center,N
16/08/2021 5:00,16.26,0,1,Full shade,Center,N
16/08/2021 5:15,16.26,0,1,Full shade,Center,N
16/08/2021 5:30,16.21,0,1,Full shade,Center,N
16/08/2021 5:45,16.21,0,1,Full shade,Center,N
16/08/2021 6:00,16.21,0,1,Full shade,Center,N
16/08/2021 6:15,16.21,0,1,Full shade,Center,N
16/08/2021 6:30,16.21,1,1,Full shade,Center,N
16/08/2021 6:45,16.17,7,1,Full shade,Center,N
16/08/2021 7:00,16.17,45,1,Full shade,Center,N
16/08/2021 7:15,16.17,54,1,Full shade,Center,N
16/08/2021 7:30,16.21,62,1,Full shade,Center,N
16/08/2021 7:45,16.13,144,1,Full shade,Center,N
16/08/2021 8:00,16.13,234,1,Full shade,Center,N
16/08/2021 8:15,16.17,255,1,Full shade,Center,N
16/08/2021 8:30,16.17,200,1,Full shade,Center,N
16/08/2021 8:45,16.17,118,1,Full shade,Center,N
16/08/2021 9:00,16.17,134,1,Full shade,Center,N
16/08/2021 9:15,16.21,131,1,Full shade,Center,N
16/08/2021 9:30,16.21,129,1,Full shade,Center,N
16/08/2021 9:45,16.26,140,1,Full shade,Center,N
16/08/2021 10:00,16.3,146,1,Full shade,Center,N
16/08/2021 10:15,16.3,137,1,Full shade,Center,N
16/08/2021 10:30,16.34,159,1,Full shade,Center,N
16/08/2021 10:45,16.3,155,1,Full shade,Center,N
16/08/2021 11:00,16.34,165,1,Full shade,Center,N
16/08/2021 11:15,16.39,181,1,Full shade,Center,N
16/08/2021 11:30,16.34,178,1,Full shade,Center,N
16/08/2021 11:45,16.34,180,1,Full shade,Center,N
16/08/2021 12:00,16.34,182,1,Full shade,Center,N
16/08/2021 12:15,16.39,186,1,Full shade,Center,N
16/08/2021 12:30,16.39,193,1,Full shade,Center,N
16/08/2021 12:45,16.34,183,1,Full shade,Center,N
16/08/2021 13:00,16.39,191,1,Full shade,Center,N
16/08/2021 13:15,16.34,190,1,Full shade,Center,N
16/08/2021 13:30,16.3,201,1,Full shade,Center,N
16/08/2021 13:45,16.34,200,1,Full shade,Center,N
16/08/2021 14:00,16.34,193,1,Full shade,Center,N
16/08/2021 14:15,16.39,183,1,Full shade,Center,N
16/08/2021 14:30,16.43,176,1,Full shade,Center,N
16/08/2021 14:45,16.47,177,1,Full shade,Center,N
16/08/2021 15:00,16.43,173,1,Full shade,Center,N
16/08/2021 15:15,16.47,164,1,Full shade,Center,N
16/08/2021 15:30,16.47,145,1,Full shade,Center,N
16/08/2021 15:45,16.51,146,1,Full shade,Center,N
16/08/2021 16:00,16.51,140,1,Full shade,Center,N
16/08/2021 16:15,16.51,132,1,Full shade,Center,N
16/08/2021 16:30,16.51,109,1,Full shade,Center,N
16/08/2021 16:45,16.51,46,1,Full shade,Center,N
16/08/2021 17:00,16.47,41,1,Full shade,Center,N
16/08/2021 17:15,16.43,37,1,Full shade,Center,N
16/08/2021 17:30,16.47,31,1,Full shade,Center,N
16/08/2021 17:45,16.43,29,1,Full shade,Center,N
16/08/2021 18:00,16.43,29,1,Full shade,Center,N
16/08/2021 18:15,16.39,30,1,Full shade,Center,N
16/08/2021 18:30,16.3,31,1,Full shade,Center,N
16/08/2021 18:45,16.3,31,1,Full shade,Center,N
16/08/2021 19:00,16.26,2,1,Full shade,Center,N
16/08/2021 19:15,16.26,2,1,Full shade,Center,N
16/08/2021 19:30,16.17,0,1,Full shade,Center,N
16/08/2021 19:45,16.21,0,1,Full shade,Center,N
16/08/2021 20:00,16.21,0,1,Full shade,Center,N
16/08/2021 20:15,16.26,0,1,Full shade,Center,N
16/08/2021 20:30,16.3,0,1,Full shade,Center,N
16/08/2021 20:45,16.21,0,1,Full shade,Center,N
16/08/2021 21:00,16.26,0,1,Full shade,Center,N
16/08/2021 21:15,16.26,0,1,Full shade,Center,N
16/08/2021 21:30,16.13,0,1,Full shade,Center,N
16/08/2021 21:45,16.17,0,1,Full shade,Center,N
16/08/2021 22:00,16.21,0,1,Full shade,Center,N
16/08/2021 22:15,16.21,0,1,Full shade,Center,N
16/08/2021 22:30,16.13,0,1,Full shade,Center,N
16/08/2021 22:45,16.13,0,1,Full shade,Center,N
16/08/2021 23:00,16.08,0,1,Full shade,Center,N
16/08/2021 23:15,16.04,0,1,Full shade,Center,N
16/08/2021 23:30,16,0,1,Full shade,Center,N
16/08/2021 23:45,16.04,0,1,Full shade,Center,N
17/08/2021 0:00,16.13,0,1,Full shade,Center,N
17/08/2021 0:15,16.13,0,1,Full shade,Center,N
17/08/2021 0:30,16.08,0,1,Full shade,Center,N
17/08/2021 0:45,16.08,0,1,Full shade,Center,N
17/08/2021 1:00,16.13,0,1,Full shade,Center,N
17/08/2021 1:15,16.13,0,1,Full shade,Center,N
17/08/2021 1:30,16.21,0,1,Full shade,Center,N
17/08/2021 1:45,16.21,0,1,Full shade,Center,N
17/08/2021 2:00,16.21,0,1,Full shade,Center,N
17/08/2021 2:15,16.17,0,1,Full shade,Center,N
17/08/2021 2:30,16.21,0,1,Full shade,Center,N
17/08/2021 2:45,16.21,0,1,Full shade,Center,N
17/08/2021 3:00,16.21,0,1,Full shade,Center,N
17/08/2021 3:15,16.17,0,1,Full shade,Center,N
17/08/2021 3:30,16.17,0,1,Full shade,Center,N
17/08/2021 3:45,16.21,0,1,Full shade,Center,N
17/08/2021 4:00,16.26,0,1,Full shade,Center,N
17/08/2021 4:15,16.21,0,1,Full shade,Center,N
17/08/2021 4:30,16.26,0,1,Full shade,Center,N
17/08/2021 4:45,16.21,0,1,Full shade,Center,N
17/08/2021 5:00,16.21,0,1,Full shade,Center,N
17/08/2021 5:15,16.17,0,1,Full shade,Center,N
17/08/2021 5:30,16.21,0,1,Full shade,Center,N
17/08/2021 5:45,16.17,0,1,Full shade,Center,N
17/08/2021 6:00,16.17,0,1,Full shade,Center,N
17/08/2021 6:15,16.17,0,1,Full shade,Center,N
17/08/2021 6:30,16.17,1,1,Full shade,Center,N
17/08/2021 6:45,16.13,7,1,Full shade,Center,N
17/08/2021 7:00,16.04,46,1,Full shade,Center,N
17/08/2021 7:15,16.04,54,1,Full shade,Center,N
17/08/2021 7:30,16.08,63,1,Full shade,Center,N
17/08/2021 7:45,16.08,174,1,Full shade,Center,N
17/08/2021 8:00,16.08,236,1,Full shade,Center,N
17/08/2021 8:15,16.04,239,1,Full shade,Center,N
17/08/2021 8:30,16.04,209,1,Full shade,Center,N
17/08/2021 8:45,16.08,155,1,Full shade,Center,N
17/08/2021 9:00,16.08,146,1,Full shade,Center,N
17/08/2021 9:15,16.04,146,1,Full shade,Center,N
17/08/2021 9:30,16.08,148,1,Full shade,Center,N
17/08/2021 9:45,16.08,146,1,Full shade,Center,N
17/08/2021 10:00,16.08,158,1,Full shade,Center,N
17/08/2021 10:15,16.13,169,1,Full shade,Center,N
17/08/2021 10:30,16.17,177,1,Full shade,Center,N
17/08/2021 10:45,16.21,186,1,Full shade,Center,N
17/08/2021 11:00,16.26,207,1,Full shade,Center,N
17/08/2021 11:15,16.3,200,1,Full shade,Center,N
17/08/2021 11:30,16.34,213,1,Full shade,Center,N
17/08/2021 11:45,16.3,211,1,Full shade,Center,N
17/08/2021 12:00,16.34,219,1,Full shade,Center,N
17/08/2021 12:15,16.39,213,1,Full shade,Center,N
17/08/2021 12:30,16.34,220,1,Full shade,Center,N
17/08/2021 12:45,16.39,228,1,Full shade,Center,N
17/08/2021 13:00,16.39,234,1,Full shade,Center,N
17/08/2021 13:15,16.34,236,1,Full shade,Center,N
17/08/2021 13:30,16.39,225,1,Full shade,Center,N
17/08/2021 13:45,16.39,238,1,Full shade,Center,N
17/08/2021 14:00,16.43,231,1,Full shade,Center,N
17/08/2021 14:15,16.39,222,1,Full shade,Center,N
17/08/2021 14:30,16.43,210,1,Full shade,Center,N
17/08/2021 14:45,16.39,207,1,Full shade,Center,N
17/08/2021 15:00,16.34,194,1,Full shade,Center,N
17/08/2021 15:15,16.34,184,1,Full shade,Center,N
17/08/2021 15:30,16.3,164,1,Full shade,Center,N
17/08/2021 15:45,16.34,150,1,Full shade,Center,N
17/08/2021 16:00,16.3,137,1,Full shade,Center,N
17/08/2021 16:15,16.34,136,1,Full shade,Center,N
17/08/2021 16:30,16.34,122,1,Full shade,Center,N
17/08/2021 16:45,16.34,48,1,Full shade,Center,N
17/08/2021 17:00,16.39,44,1,Full shade,Center,N
17/08/2021 17:15,16.39,40,1,Full shade,Center,N
17/08/2021 17:30,16.34,35,1,Full shade,Center,N
17/08/2021 17:45,16.3,34,1,Full shade,Center,N
